Date,Adj Close,Close,High,Low,Open,Volume
12/8/1980,2.803773642,4.017705917,4.031753063,4.017705917,0,38262
12/9/1980,2.764559984,3.961513996,3.989609957,3.961513996,0,2669
12/10/1980,2.774363279,3.975562096,3.989609957,3.975562096,0,6229
12/11/1980,2.754755974,3.947465897,3.989609957,3.947465897,0,1780
12/12/1980,2.754755974,3.947465897,3.947465897,3.947465897,3.947465897,0
12/15/1980,2.784166813,3.989609957,4.017705917,3.989609957,0,1780
12/16/1980,2.764559984,3.961513996,3.989609957,3.961513996,0,5339
12/17/1980,2.764559984,3.961513996,3.961513996,3.961513996,3.961513996,0
12/18/1980,2.754755974,3.947465897,3.975562096,3.947465897,0,7118
12/19/1980,2.744953394,3.933418036,3.947465897,3.933418036,0,6229
12/22/1980,2.744953394,3.933418036,3.933418036,3.933418036,3.933418036,0
12/23/1980,2.744953394,3.933418036,3.961513996,3.933418036,0,7118
12/24/1980,2.784166813,3.989609957,4.003657818,3.989609957,0,4449
12/26/1980,2.784166813,3.989609957,4.031753063,3.989609957,0,3559
12/29/1980,2.813575745,4.031753063,4.045801163,4.031753063,0,8898
12/30/1980,2.813575745,4.031753063,4.031753063,4.031753063,4.031753063,0
12/31/1980,2.862594128,4.101993084,4.130088806,4.101993084,0,3559
1/2/1981,2.862594128,4.101993084,4.101993084,4.101993084,4.101993084,0
1/5/1981,2.901808023,4.158185005,4.186281204,4.158185005,0,7118
1/6/1981,2.921414852,4.186281204,4.200328827,4.186281204,0,12457
1/7/1981,2.892004967,4.144136906,4.186281204,4.144136906,0,1780
1/8/1981,2.901808023,4.158185005,4.186281204,4.158185005,0,4449
1/9/1981,2.892004967,4.144136906,4.172233105,4.144136906,0,1780
1/12/1981,2.882200956,4.130088806,4.158185005,4.130088806,0,1780
1/13/1981,2.842987061,4.073896885,4.116041183,4.073896885,0,1780
1/14/1981,2.862594128,4.101993084,4.116041183,4.101993084,0,21355
1/15/1981,2.862594128,4.101993084,4.130088806,4.101993084,0,8898
1/16/1981,2.862594128,4.101993084,4.130088806,4.101993084,0,4449
1/19/1981,2.862594128,4.101993084,4.144136906,4.101993084,0,1780
1/20/1981,2.872397661,4.116041183,4.144136906,4.116041183,0,6229
1/21/1981,2.911610842,4.172233105,,4.172233105,0,4449
1/22/1981,2.911610842,4.172233105,4.186281204,4.172233105,0,8008
1/23/1981,2.882200956,4.130088806,4.158185005,4.130088806,0,1780
1/26/1981,2.862594128,4.101993084,4.130088806,4.101993084,0,3559
1/27/1981,2.862594128,4.101993084,4.101993084,4.101993084,4.101993084,0
1/28/1981,2.862594128,4.101993084,4.101993084,4.101993084,4.101993084,0
1/29/1981,2.852791309,4.087944984,4.130088806,4.087944984,0,890
1/30/1981,2.901808023,4.158185005,4.186281204,4.158185005,0,8898
2/2/1981,2.931218386,4.200328827,4.242472172,4.200328827,0,9788
2/3/1981,2.931218386,4.200328827,4.200328827,4.200328827,4.200328827,0
2/4/1981,2.931218386,4.200328827,4.200328827,4.200328827,4.200328827,0
2/5/1981,2.901808023,4.158185005,4.172233105,4.158185005,0,16017
2/6/1981,2.901808023,4.158185005,4.158185005,4.158185005,4.158185005,0
2/9/1981,2.872397661,4.116041183,4.144136906,4.116041183,0,890
2/10/1981,2.872397661,4.116041183,4.144136906,4.116041183,0,2669
2/11/1981,2.862594128,4.101993084,4.130088806,4.101993084,0,10678
2/12/1981,2.882200956,4.130088806,4.158185005,4.130088806,0,3559
2/13/1981,2.882200956,4.130088806,4.130088806,4.130088806,4.130088806,0
2/17/1981,2.803773642,4.017705917,4.045801163,4.017705917,0,1780
2/18/1981,2.793970823,4.003657818,4.031753063,4.003657818,0,1780
2/19/1981,2.754755974,3.947465897,3.975562096,3.947465897,0,8008
2/20/1981,2.735150099,3.919369936,3.961513996,3.919369936,0,16906
2/23/1981,2.705738544,3.877226114,3.919369936,3.877226114,0,1780
2/24/1981,2.705738544,3.877226114,3.877226114,3.877226114,3.877226114,0
2/25/1981,2.705738544,3.877226114,3.905322075,3.877226114,0,1780
2/26/1981,2.735150099,3.919369936,3.947465897,3.919369936,0,3559
2/27/1981,2.715542793,3.891273975,3.919369936,3.891273975,0,1780
3/2/1981,2.715542793,3.891273975,3.919369936,3.891273975,0,7118
3/3/1981,2.715542793,3.891273975,3.891273975,3.891273975,3.891273975,0
3/4/1981,2.852791309,4.087944984,4.130088806,4.087944984,0,49829
3/5/1981,2.872397661,4.116041183,4.144136906,4.116041183,0,18686
3/6/1981,3.019448757,4.326759815,4.354856014,4.326759815,0,8008
3/9/1981,2.960628748,4.242472172,4.284615993,4.242472172,0,890
3/10/1981,2.960628748,4.242472172,4.270567894,4.242472172,0,3559
3/11/1981,2.931218386,4.200328827,4.228424072,4.200328827,0,10678
3/12/1981,2.931218386,4.200328827,4.228424072,4.200328827,0,26694
3/13/1981,2.931218386,4.200328827,4.242472172,4.200328827,0,13347
3/16/1981,3.11748147,4.467238903,4.481287003,4.467238903,0,14237
3/17/1981,3.088071585,4.425095081,4.453190804,4.425095081,0,3559
3/18/1981,3.09787631,4.439143181,4.481287003,4.439143181,0,5339
3/19/1981,3.09787631,4.439143181,4.439143181,4.439143181,4.439143181,0
3/20/1981,3.11748147,4.467238903,4.495335102,4.467238903,0,14237
3/23/1981,3.215516567,4.607717991,4.62176609,4.607717991,0,8008
3/24/1981,3.25473094,4.663909912,4.692006111,4.663909912,0,41821
3/25/1981,3.25473094,4.663909912,4.677958012,4.663909912,0,16017
3/26/1981,3.09787631,4.439143181,4.481287003,4.439143181,0,6229
3/27/1981,3.058662891,4.382952213,4.425095081,4.382952213,0,1780
3/30/1981,3.058662891,4.382952213,4.425095081,4.382952213,0,2669
3/31/1981,3.048859596,4.368904114,4.411046982,4.368904114,0,1780
4/1/1981,3.137089491,4.495335102,4.509383202,4.495335102,0,34703
4/2/1981,3.195910215,4.579621792,4.607717991,4.579621792,0,30254
4/3/1981,3.16650033,4.537478924,4.579621792,4.537478924,0,6229
4/6/1981,3.156696558,4.523430824,4.551527023,4.523430824,0,11568
4/7/1981,3.195910215,4.579621792,4.607717991,4.579621792,0,9788
4/8/1981,3.519421816,5.043203831,5.07130003,5.043203831,0,30254
4/9/1981,3.44099474,4.930819988,4.97296381,4.930819988,0,12457
4/10/1981,3.342960358,4.7903409,4.818437099,4.7903409,0,17796
4/13/1981,3.548832655,5.085348129,5.113442898,5.085348129,0,14237
4/14/1981,3.588046074,5.141539097,5.169634819,5.141539097,0,19576
4/15/1981,3.470405102,4.97296381,5.001060009,4.97296381,0,890
4/16/1981,3.548832655,5.085348129,5.113442898,5.085348129,0,1780
4/20/1981,3.519421816,5.043203831,5.085348129,5.043203831,0,2669
4/21/1981,3.617456198,5.183682919,5.225827217,5.183682919,0,16017
4/22/1981,3.999789476,5.731552124,5.745600224,5.731552124,0,27584
4/23/1981,3.842934608,5.506784916,5.548929214,5.506784916,0,6229
4/24/1981,3.803720713,5.450593948,5.478689194,5.450593948,0,15127
4/27/1981,3.725293159,5.338210106,5.352258205,5.338210106,0,13347
4/28/1981,3.833131313,5.492736816,5.506784916,5.492736816,0,3559
4/29/1981,3.823328495,5.478689194,5.506784916,5.478689194,0,8898
4/30/1981,3.921361446,5.619169235,5.661312103,5.619169235,0,20466
5/1/1981,4.156644344,5.956318855,5.984415054,5.956318855,0,2669
5/4/1981,3.921361446,5.619169235,5.661312103,5.619169235,0,22245
5/5/1981,3.882148266,5.562976837,5.605121136,5.562976837,0,14237
5/6/1981,3.764506102,5.394402027,5.422498226,5.394402027,0,8008
5/7/1981,3.578243494,5.127490997,5.155587196,5.127490997,0,7118
5/8/1981,3.676277637,5.267971039,5.296065807,5.267971039,0,3559
5/11/1981,3.597848654,5.155587196,5.183682919,5.155587196,0,7118
5/12/1981,3.490010977,5.001060009,5.029156208,5.001060009,0,890
5/13/1981,3.646867275,5.225827217,5.253922939,5.225827217,0,42711
5/14/1981,3.490010977,5.001060009,5.029156208,5.001060009,0,31143
5/15/1981,3.411585808,4.88867712,4.930819988,4.88867712,0,2669
5/18/1981,3.352764368,4.804389,4.818437099,4.804389,0,4449
5/19/1981,3.264533997,4.677958012,4.706054211,4.677958012,0,890
5/20/1981,3.411585808,4.88867712,4.916772842,4.88867712,0,5339
5/21/1981,3.382175922,4.846532822,4.88867712,4.846532822,0,4449
5/22/1981,3.3037467,4.734149933,4.776292801,4.734149933,0,1780
5/26/1981,3.793917656,5.436545849,5.478689194,5.436545849,0,8898
5/27/1981,3.764506102,5.394402027,5.436545849,5.394402027,0,3559
5/28/1981,3.705686569,5.310113907,5.338210106,5.310113907,0,890
5/29/1981,3.705686569,5.310113907,5.352258205,5.310113907,0,4449
6/1/1981,3.950771332,5.661312103,5.703455925,5.661312103,0,26694
6/2/1981,3.85273838,5.520833015,5.562976837,5.520833015,0,890
6/3/1981,3.8135252,5.464641094,5.506784916,5.464641094,0,890
6/4/1981,3.784113407,5.422498226,5.464641094,5.422498226,0,1780
6/5/1981,3.735097408,5.352258205,5.380353928,5.352258205,0,890
6/8/1981,3.735097408,5.352258205,5.352258205,5.352258205,5.352258205,0
6/9/1981,3.735097408,5.352258205,5.352258205,5.352258205,5.352258205,0
6/10/1981,4.127232552,5.914175034,5.942271233,5.914175034,0,22245
6/11/1981,4.137038231,5.928223133,5.942271233,5.928223133,0,13347
6/12/1981,4.489958763,6.43394804,6.462043762,6.43394804,0,43601
6/15/1981,4.989933491,7.150392056,7.178487778,7.150392056,0,145039
6/16/1981,4.803669453,6.883481979,6.925624847,6.883481979,0,9788
6/17/1981,4.803669453,6.883481979,6.897529125,6.883481979,0,32033
6/18/1981,4.695829391,6.728953838,6.757050037,6.728953838,0,32923
6/19/1981,4.68602705,6.714906216,6.743001938,6.714906216,0,64956
6/22/1981,4.627208233,6.630619049,6.658714771,6.630619049,0,2669
6/23/1981,4.764454842,6.827290058,6.841338158,6.827290058,0,11568
6/24/1981,4.59779644,6.588475227,6.630619049,6.588475227,0,30254
6/25/1981,4.656616688,6.672762871,6.70085907,6.672762871,0,5339
6/26/1981,4.852684975,6.953721046,6.981816769,6.953721046,0,24915
6/29/1981,4.803669453,6.883481979,6.925624847,6.883481979,0,6229
6/30/1981,4.764454842,6.827290058,6.85538578,6.827290058,0,101438
7/1/1981,4.921309471,7.052056789,7.080152035,7.052056789,0,40042
7/2/1981,4.980129242,7.136343956,7.164440155,7.136343956,0,49829
7/6/1981,4.882095814,6.995864868,7.023961067,6.995864868,0,6229
7/7/1981,4.735042095,6.785146236,6.827290058,6.785146236,0,6229
7/8/1981,4.901702404,7.023961067,7.052056789,7.023961067,0,10678
7/9/1981,4.833078384,6.925624847,6.953721046,6.925624847,0,12457
7/10/1981,4.980129242,7.136343956,7.164440155,7.136343956,0,17796
7/13/1981,5.05855608,7.248726845,7.276823044,7.248726845,0,3559
7/14/1981,4.862488747,6.967769146,7.009912968,6.967769146,0,34703
7/15/1981,4.862488747,6.967769146,7.009912968,6.967769146,0,1780
7/16/1981,4.862488747,6.967769146,7.009912968,6.967769146,0,7118
7/17/1981,4.862488747,6.967769146,6.981816769,6.967769146,0,890
7/20/1981,4.833078384,6.925624847,6.953721046,6.925624847,0,40931
7/21/1981,4.833078384,6.925624847,6.925624847,6.925624847,6.925624847,0
7/22/1981,4.784060955,6.85538578,6.897529125,6.85538578,0,6229
7/23/1981,4.823275089,6.911577225,6.939672947,6.911577225,0,1780
7/24/1981,4.960521698,7.108248234,7.122295856,7.108248234,0,32923
7/27/1981,4.950719833,7.094200134,7.094200134,7.094200134,0,8008
7/28/1981,4.842882156,6.939672947,6.981816769,6.939672947,0,5339
7/29/1981,4.940915585,7.080152035,7.108248234,7.080152035,0,10678
7/30/1981,4.940915585,7.080152035,7.122295856,7.080152035,0,890
7/31/1981,4.931112766,7.066104889,7.108248234,7.066104889,0,4449
8/3/1981,4.705632687,6.743001938,6.771098137,6.743001938,0,22245
8/4/1981,4.705632687,6.743001938,6.743001938,6.743001938,6.743001938,0
8/5/1981,5.05855608,7.248726845,7.290871143,7.248726845,0,8898
8/6/1981,5.176198006,7.417303085,7.431350231,7.417303085,0,114786
8/7/1981,5.470300198,7.838739872,7.866836071,7.838739872,0,106777
8/10/1981,5.470300198,7.838739872,7.838739872,7.838739872,7.838739872,0
8/11/1981,5.117376328,7.333014965,7.361111164,7.333014965,0,32923
8/12/1981,5.117376328,7.333014965,7.361111164,7.333014965,0,47160
8/13/1981,4.980129242,7.136343956,7.192535877,7.136343956,0,890
8/14/1981,4.980129242,7.136343956,7.136343956,7.136343956,7.136343956,0
8/17/1981,5.09776926,7.304918766,7.347063065,7.304918766,0,11568
8/18/1981,5.038949966,7.220632076,7.248726845,7.220632076,0,10678
8/19/1981,5.087968349,7.290871143,7.333014965,7.290871143,0,17796
8/20/1981,5.068360806,7.262774944,7.304918766,7.262774944,0,4449
8/21/1981,5.068360806,7.262774944,7.262774944,7.262774944,7.262774944,0
8/24/1981,5.117376328,7.333014965,7.375158787,7.333014965,0,19576
8/25/1981,4.931112766,7.066104889,7.108248234,7.066104889,0,21355
8/26/1981,4.931112766,7.066104889,7.094200134,7.066104889,0,9788
8/27/1981,4.715436459,6.757050037,6.799193859,6.757050037,0,2669
8/28/1981,4.587993622,6.574427128,6.61657095,6.574427128,0,1780
8/31/1981,4.568386555,6.546330929,6.574427128,6.546330929,0,30254
9/1/1981,4.391925335,6.293468952,6.321565151,6.293468952,0,21355
9/2/1981,4.284087658,6.138941765,6.167037964,6.138941765,0,32033
9/3/1981,4.489958763,6.43394804,6.462043762,6.43394804,0,21355
9/4/1981,4.480157852,6.41989994,6.462043762,6.41989994,0,8008
9/8/1981,4.587993622,6.574427128,6.60252285,6.574427128,0,48050
9/9/1981,4.470351219,6.405851841,6.43394804,6.405851841,0,44491
9/10/1981,4.470351219,6.405851841,6.43394804,6.405851841,0,51609
9/11/1981,4.303695679,6.167037964,6.209180832,6.167037964,0,19576
9/14/1981,4.303695679,6.167037964,6.167037964,6.167037964,6.167037964,0
9/15/1981,4.450744629,6.377756119,6.405851841,6.377756119,0,2669
9/16/1981,4.431138992,6.349660873,6.377756119,6.349660873,0,2669
9/17/1981,4.480157852,6.41989994,6.44799614,6.41989994,0,1780
9/18/1981,4.470351219,6.405851841,6.44799614,6.405851841,0,32033
9/21/1981,4.470351219,6.405851841,6.405851841,6.405851841,6.405851841,0
