Date,Adj Close,Close,High,Low,Open,Volume
3/17/1980,2.296797752,3.291227102,3.344743013,3.291227102,0,41109
3/18/1980,2.306133986,3.304605961,3.35812211,3.304605961,0,9343
3/19/1980,2.306133986,3.304605961,3.304605961,3.304605961,3.304605961,0
3/20/1980,2.306133986,3.304605961,3.35812211,3.304605961,0,10277
3/21/1980,2.362153769,3.384880066,3.438395977,3.384880066,0,8409
3/24/1980,2.371489763,3.398258924,3.451775074,3.398258924,0,2803
3/25/1980,2.352816343,3.371500969,3.425017118,3.371500969,0,27095
3/26/1980,2.352816343,3.371500969,3.425017118,3.371500969,0,1869
3/27/1980,2.32480669,3.331363916,3.384880066,3.331363916,0,14015
3/28/1980,2.315470457,3.317985058,3.371500969,3.317985058,0,36438
3/31/1980,2.315470457,3.317985058,3.371500969,3.317985058,0,1869
4/1/1980,2.278123856,3.264468908,3.317985058,3.264468908,0,2803
4/2/1980,2.259451628,3.237710953,3.291227102,3.237710953,0,6540
4/3/1980,2.259451628,3.237710953,3.237710953,3.237710953,3.237710953,0
4/7/1980,2.259451628,3.237710953,3.291227102,3.237710953,0,934
4/8/1980,2.259451628,3.237710953,3.291227102,3.237710953,0,44846
4/9/1980,2.334143877,3.344743013,3.398258924,3.344743013,0,42044
4/10/1980,2.362153769,3.384880066,3.438395977,3.384880066,0,35503
4/11/1980,2.352816343,3.371500969,3.425017118,3.371500969,0,59795
4/14/1980,2.352816343,3.371500969,3.371500969,3.371500969,3.371500969,0
4/15/1980,2.427510023,3.47853303,3.532048941,3.47853303,0,1869
4/16/1980,2.427510023,3.47853303,3.532048941,3.47853303,0,61664
4/17/1980,2.427510023,3.47853303,3.47853303,3.47853303,3.47853303,0
4/18/1980,2.390162706,3.425017118,3.47853303,3.425017118,0,1869
4/21/1980,2.390162706,3.425017118,3.47853303,3.425017118,0,5606
4/22/1980,2.390162706,3.425017118,3.425017118,3.425017118,3.425017118,0
4/23/1980,2.436846018,3.491911888,3.545428038,3.491911888,0,24292
4/24/1980,2.455519438,3.518670082,3.572185993,3.518670082,0,934
4/25/1980,2.474192381,3.545428038,3.598943949,3.545428038,0,9343
4/28/1980,2.502202272,3.58556509,3.639081001,3.58556509,0,2803
4/29/1980,2.539548874,3.639081001,3.692596912,3.639081001,0,74744
4/30/1980,2.548885345,3.652460098,3.705975056,3.652460098,0,3737
5/1/1980,2.558222532,3.665838957,3.719353914,3.665838957,0,934
5/2/1980,2.558222532,3.665838957,3.665838957,3.665838957,3.665838957,0
5/5/1980,2.576895475,3.692596912,3.746112108,3.692596912,0,14015
5/6/1980,2.632913351,3.772870064,3.826385975,3.772870064,0,5606
5/7/1980,2.632913351,3.772870064,3.772870064,3.772870064,3.772870064,0
5/8/1980,2.642250299,3.786248922,3.839765072,3.786248922,0,7474
5/9/1980,2.651587486,3.799628019,3.85314393,3.799628019,0,15883
5/12/1980,2.707607031,3.879901886,3.933418036,3.879901886,0,41109
5/13/1980,2.707607031,3.879901886,3.933418036,3.879901886,0,1869
5/14/1980,2.707607031,3.879901886,3.933418036,3.879901886,0,7474
5/15/1980,2.707607031,3.879901886,3.879901886,3.879901886,3.879901886,0
5/16/1980,2.642250299,3.786248922,3.839765072,3.786248922,0,55124
5/19/1980,2.670259953,3.826385975,3.879901886,3.826385975,0,29898
5/20/1980,2.726279736,3.90666008,3.960175991,3.90666008,0,934
5/21/1980,2.744953394,3.933418036,3.986933947,3.933418036,0,5606
5/22/1980,2.744953394,3.933418036,3.986933947,3.933418036,0,3737
5/23/1980,2.772963047,3.973555088,4.027070999,3.973555088,0,13080
5/27/1980,2.800973415,4.013691902,4.067207813,4.013691902,0,5606
5/28/1980,2.763626575,3.960175991,4.013691902,3.960175991,0,4672
5/29/1980,2.763626575,3.960175991,3.960175991,3.960175991,3.960175991,0
5/30/1980,2.754289627,3.946796894,4.000312805,3.946796894,0,6540
6/2/1980,2.763626575,3.960175991,4.013691902,3.960175991,0,934
6/3/1980,2.763626575,3.960175991,4.013691902,3.960175991,0,18686
6/4/1980,2.772963047,3.973555088,4.027070999,3.973555088,0,8409
6/5/1980,2.772963047,3.973555088,3.973555088,3.973555088,3.973555088,0
6/6/1980,2.791636705,4.000312805,4.053829193,4.000312805,0,2803
6/9/1980,2.819646597,4.040450096,4.093966007,4.040450096,0,8409
6/10/1980,2.828983068,4.053829193,4.107345104,4.053829193,0,2803
6/11/1980,2.828983068,4.053829193,4.053829193,4.053829193,4.053829193,0
6/12/1980,2.828983068,4.053829193,4.053829193,4.053829193,4.053829193,0
6/13/1980,2.828983068,4.053829193,4.053829193,4.053829193,4.053829193,0
6/16/1980,2.838319063,4.067207813,4.120724201,4.067207813,0,7474
6/17/1980,2.819646597,4.040450096,4.093966007,4.040450096,0,934
6/18/1980,2.819646597,4.040450096,4.040450096,4.040450096,4.040450096,0
6/19/1980,2.819646597,4.040450096,4.093966007,4.040450096,0,1869
6/20/1980,2.819646597,4.040450096,4.093966007,4.040450096,0,1869
6/23/1980,2.819646597,4.040450096,4.040450096,4.040450096,4.040450096,0
6/24/1980,2.632913351,3.772870064,3.826385975,3.772870064,0,1869
6/25/1980,2.632913351,3.772870064,3.772870064,3.772870064,3.772870064,0
6/26/1980,2.705738544,3.877226114,3.933418036,3.877226114,0,890
6/27/1980,2.705738544,3.877226114,3.877226114,3.877226114,3.877226114,0
6/30/1980,2.617509604,3.750794888,3.806987047,3.750794888,0,8008
7/1/1980,2.588098526,3.708651066,3.764842987,3.708651066,0,890
7/2/1980,2.588098526,3.708651066,3.764842987,3.708651066,0,3559
7/3/1980,2.578295469,3.694602966,3.750794888,3.694602966,0,3559
7/7/1980,2.558688641,3.666507959,3.694602966,3.666507959,0,890
7/8/1980,2.548885345,3.652460098,3.694602966,3.652460098,0,9788
7/9/1980,2.558688641,3.666507959,3.694602966,3.666507959,0,53389
7/10/1980,2.744953394,3.933418036,3.975562096,3.933418036,0,5339
7/11/1980,2.744953394,3.933418036,3.933418036,3.933418036,3.933418036,0
7/14/1980,2.656723261,3.806987047,3.849129915,3.806987047,0,7118
7/15/1980,2.637116671,3.778891087,3.806987047,3.778891087,0,1780
7/16/1980,2.637116671,3.778891087,3.778891087,3.778891087,3.778891087,0
7/17/1980,2.656723261,3.806987047,3.835083008,3.806987047,0,4449
7/18/1980,2.637116671,3.778891087,3.806987047,3.778891087,0,890
7/21/1980,2.627312899,3.764842987,3.792938948,3.764842987,0,2669
7/22/1980,2.627312899,3.764842987,3.764842987,3.764842987,3.764842987,0
7/23/1980,2.59790206,3.722698927,3.764842987,3.722698927,0,890
7/24/1980,2.59790206,3.722698927,3.722698927,3.722698927,3.722698927,0
7/25/1980,2.588098526,3.708651066,3.736747026,3.708651066,0,890
7/28/1980,2.568491459,3.680555105,3.722698927,3.680555105,0,3559
7/29/1980,2.568491459,3.680555105,3.680555105,3.680555105,3.680555105,0
7/30/1980,2.568491459,3.680555105,3.722698927,3.680555105,0,890
7/31/1980,2.568491459,3.680555105,3.680555105,3.680555105,3.680555105,0
8/1/1980,2.588098526,3.708651066,3.736747026,3.708651066,0,890
8/4/1980,2.607705116,3.736747026,3.764842987,3.736747026,0,2669
8/5/1980,2.588098526,3.708651066,3.750794888,3.708651066,0,1780
8/6/1980,2.588098526,3.708651066,3.708651066,3.708651066,3.708651066,0
8/7/1980,2.588098526,3.708651066,3.708651066,3.708651066,3.708651066,0
8/8/1980,2.588098526,3.708651066,3.708651066,3.708651066,3.708651066,0
8/11/1980,2.578295469,3.694602966,3.722698927,3.694602966,0,7118
8/12/1980,2.617509604,3.750794888,3.792938948,3.750794888,0,38262
8/13/1980,2.627312899,3.764842987,3.806987047,3.764842987,0,11568
8/14/1980,2.646919727,3.792938948,3.835083008,3.792938948,0,3559
8/15/1980,2.646919727,3.792938948,3.792938948,3.792938948,3.792938948,0
8/18/1980,2.705738544,3.877226114,3.891273975,3.877226114,0,1780
8/19/1980,2.705738544,3.877226114,3.905322075,3.877226114,0,1780
8/20/1980,2.715542793,3.891273975,3.933418036,3.891273975,0,8008
8/21/1980,2.715542793,3.891273975,3.933418036,3.891273975,0,10678
8/22/1980,2.715542793,3.891273975,3.891273975,3.891273975,3.891273975,0
8/25/1980,2.735150099,3.919369936,3.961513996,3.919369936,0,1780
8/26/1980,2.793970823,4.003657818,4.045801163,4.003657818,0,3559
8/27/1980,2.774363279,3.975562096,4.003657818,3.975562096,0,19576
8/28/1980,2.774363279,3.975562096,4.017705917,3.975562096,0,890
8/29/1980,2.774363279,3.975562096,3.975562096,3.975562096,3.975562096,0
9/2/1980,2.784166813,3.989609957,4.031753063,3.989609957,0,7118
9/3/1980,2.784166813,3.989609957,3.989609957,3.989609957,3.989609957,0
9/4/1980,2.784166813,3.989609957,4.017705917,3.989609957,0,11568
9/5/1980,2.764559984,3.961513996,4.003657818,3.961513996,0,3559
9/8/1980,2.764559984,3.961513996,3.961513996,3.961513996,3.961513996,0
9/9/1980,2.774363279,3.975562096,4.031753063,3.975562096,0,4449
9/10/1980,2.784166813,3.989609957,4.003657818,3.989609957,0,1780
9/11/1980,2.803773642,4.017705917,4.045801163,4.017705917,0,8008
9/12/1980,2.823380709,4.045801163,4.059848785,4.045801163,0,12457
9/15/1980,2.921414852,4.186281204,4.214375973,4.186281204,0,6229
9/16/1980,2.921414852,4.186281204,4.228424072,4.186281204,0,5339
9/17/1980,2.921414852,4.186281204,4.214375973,4.186281204,0,1780
9/18/1980,2.901808023,4.158185005,4.172233105,4.158185005,0,1780
9/19/1980,2.852791309,4.087944984,4.116041183,4.087944984,0,1780
9/22/1980,2.774363279,3.975562096,4.003657818,3.975562096,0,3559
9/23/1980,2.735150099,3.919369936,3.947465897,3.919369936,0,9788
9/24/1980,2.735150099,3.919369936,3.947465897,3.919369936,0,890
9/25/1980,,3.947465897,3.961513996,3.947465897,0,5339
9/26/1980,2.754755974,3.947465897,3.947465897,3.947465897,3.947465897,0
9/29/1980,2.754755974,3.947465897,3.947465897,3.947465897,3.947465897,0
9/30/1980,2.784166813,3.989609957,4.003657818,3.989609957,0,7118
10/1/1980,2.823380709,4.045801163,4.045801163,4.045801163,0,28474
10/2/1980,2.852791309,4.087944984,4.130088806,4.087944984,0,23135
10/3/1980,2.970431328,4.256519794,4.284615993,4.256519794,0,55168
10/6/1980,3.09787631,4.439143181,4.467238903,4.439143181,0,10678
10/7/1980,3.068466187,4.396998882,4.425095081,4.396998882,0,6229
10/8/1980,3.068466187,4.396998882,4.425095081,4.396998882,0,12457
10/9/1980,3.058662891,4.382952213,4.411046982,4.382952213,0,8898
10/10/1980,3.068466187,4.396998882,4.411046982,4.396998882,0,8008
10/13/1980,3.205713034,4.593669891,4.607717991,4.593669891,0,41821
10/14/1980,3.274337053,4.692006111,4.720101833,4.692006111,0,26694
10/15/1980,3.29394412,4.720101833,4.762245178,4.720101833,0,31143
10/16/1980,3.313549519,4.748197079,4.776292801,4.748197079,0,890
10/17/1980,3.29394412,4.720101833,4.748197079,4.720101833,0,3559
10/20/1980,3.215516567,4.607717991,4.63581419,4.607717991,0,1780
10/21/1980,3.195910215,4.579621792,4.607717991,4.579621792,0,8898
10/22/1980,3.215516567,4.607717991,4.63581419,4.607717991,0,4449
10/23/1980,3.16650033,4.537478924,4.565574169,4.537478924,0,4449
10/24/1980,3.16650033,4.537478924,4.537478924,4.537478924,4.537478924,0
10/27/1980,3.107677698,4.453190804,4.467238903,4.453190804,0,890
10/28/1980,3.088071585,4.425095081,4.439143181,4.425095081,0,7118
10/29/1980,3.088071585,4.425095081,4.425095081,4.425095081,4.425095081,0
10/30/1980,3.107677698,4.453190804,4.481287003,4.453190804,0,2669
10/31/1980,3.107677698,4.453190804,4.467238903,4.453190804,0,4449
11/3/1980,3.09787631,4.439143181,4.467238903,4.439143181,0,4449
11/5/1980,2.901808023,4.158185005,4.186281204,4.158185005,0,4449
11/6/1980,2.901808023,4.158185005,4.158185005,4.158185005,4.158185005,0
11/7/1980,2.862594128,4.101993084,4.130088806,4.101993084,0,14237
11/10/1980,2.931218386,4.200328827,4.214375973,4.200328827,0,73854
11/11/1980,2.911610842,4.172233105,4.186281204,4.172233105,0,6229
11/12/1980,2.833183527,4.059848785,4.087944984,4.059848785,0,3559
11/13/1980,2.823380709,4.045801163,4.101993084,4.045801163,0,2669
11/14/1980,2.803773642,4.017705917,4.031753063,4.017705917,0,28474
11/17/1980,2.784166813,3.989609957,4.017705917,3.989609957,0,1780
11/18/1980,2.725345612,3.905322075,3.933418036,3.905322075,0,1780
11/19/1980,2.735150099,3.919369936,3.961513996,3.919369936,0,5339
11/20/1980,2.764559984,3.961513996,3.989609957,3.961513996,0,5339
11/21/1980,2.744953394,3.933418036,3.961513996,3.933418036,0,890
11/24/1980,2.735150099,3.919369936,3.961513996,3.919369936,0,1780
11/25/1980,2.735150099,3.919369936,3.961513996,3.919369936,0,1780
11/26/1980,2.735150099,3.919369936,3.919369936,3.919369936,3.919369936,0
11/28/1980,2.725345612,3.905322075,3.947465897,3.905322075,0,8898
12/1/1980,2.705738544,3.877226114,3.905322075,3.877226114,0,48050
12/2/1980,2.715542793,3.891273975,3.933418036,3.891273975,0,46270
12/3/1980,2.715542793,3.891273975,3.919369936,3.891273975,0,890
12/4/1980,2.754755974,3.947465897,3.975562096,3.947465897,0,6229
12/5/1980,2.744953394,3.933418036,3.961513996,3.933418036,0,20466
